iter	Logloss
356	0.4106856823
357	0.4106045246
358	0.4105436611
359	0.4104712868
360	0.4103982258
361	0.4103316784
362	0.4102575588
363	0.4101819229
364	0.4100948524
365	0.4100349426
366	0.4099564075
367	0.4098693085
368	0.4098004913
369	0.4097269535
370	0.4096640682
371	0.4095972824
372	0.4095342827
373	0.4094615936
374	0.4093866825
375	0.4093251419
376	0.4092576885
377	0.4091948223
378	0.4091471195
379	0.4090873623
380	0.4090261078
381	0.4089787006
382	0.4089205551
383	0.4088495541
384	0.4087923622
385	0.4087505054
386	0.4086963177
387	0.4086449909
388	0.4085861683
389	0.4085268307
390	0.4084769154
391	0.408425703
392	0.4083716393
393	0.408314867
394	0.4082632351
395	0.4082216263
396	0.4081819057
397	0.4081410122
398	0.4080798626
399	0.4080285168
400	0.4079870605
401	0.4079338264
402	0.4078920555
403	0.407828474
404	0.4077937317
405	0.4077376175
406	0.4076978588
407	0.4076491547
408	0.4076162624
409	0.4075678539
410	0.4075291634
411	0.4074806881
412	0.4074373627
413	0.4073899841
414	0.4073362255
415	0.4072921562
416	0.4072615719
417	0.4072069168
418	0.4071550274
419	0.4071185207
420	0.4070728397
421	0.4070237541
422	0.406978426
423	0.40694417
424	0.4068961239
425	0.4068546963
426	0.4068218136
427	0.4067858124
428	0.4067509651
429	0.4066944313
430	0.4066506004
431	0.4066092968
432	0.4065699959
433	0.4065342999
434	0.4064889908
435	0.4064524078
436	0.4064023781
437	0.4063650703
438	0.4063280392
439	0.4062797928
440	0.4062433624
441	0.4061954975
442	0.4061709499
443	0.4061244106
444	0.4060873032
445	0.4060458565
446	0.4059970474
447	0.405946846
448	0.4059176636
449	0.4058845329
450	0.4058503723
451	0.4058265209
452	0.405797596
453	0.4057753658
454	0.4057522583
455	0.4057203674
456	0.4056862259
457	0.4056647301
458	0.4056299305
459	0.4055897903
460	0.4055690765
461	0.4055347538
462	0.4054985905
463	0.4054740143
464	0.4054434967
465	0.4054229832
466	0.4053923225
467	0.4053667355
468	0.4053391933
469	0.4053099728
470	0.4052821445
471	0.4052520561
472	0.4052179337
473	0.4051892281
474	0.4051633549
475	0.4051335239
476	0.4051129723
477	0.4050942326
478	0.4050695324
479	0.4050426006
480	0.4050155067
481	0.4049972439
482	0.4049740028
483	0.4049394703
484	0.4049137402
485	0.4048989677
486	0.4048760033
487	0.404836731
488	0.404821558
489	0.4048028946
490	0.4047784901
491	0.4047525024
492	0.4047275352
493	0.4046932697
494	0.4046630001
495	0.4046390438
496	0.404610014
497	0.4045853519
498	0.4045707321
499	0.4045489597
